Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
01/17/2009,CoffsHarbour,19,21.3,6.4,4.8,0.3,S,50,SSW,S,19,30,93,84,1016.6,1017.8,8,8,19.1,19.3,Yes,7.2,Yes
01/18/2009,CoffsHarbour,14.8,23.1,7.2,1.6,2.8,SW,28,SW,SE,17,9,69,57,1021.2,1020.1,6,7,20.9,21.7,Yes,0,No
01/19/2009,CoffsHarbour,14.3,25.9,0,4,11.2,NNE,44,NNW,NE,7,31,59,55,1019.9,1016.8,5,7,22.3,23.9,No,0,No
01/20/2009,CoffsHarbour,20.2,28.5,0,5.4,8,NNE,59,NNW,NNE,17,39,64,60,1016.9,1014,7,5,23.4,26.4,No,0,No
01/21/2009,CoffsHarbour,22.2,30.8,0,6.8,3.6,NNE,48,NNW,NNE,17,31,58,61,1014.9,1012,6,7,26.8,26.7,No,0.2,No
01/22/2009,CoffsHarbour,22.6,28.2,0.2,3.8,0.7,NNW,48,NNW,NNW,24,20,76,68,1013.2,1010.6,7,8,24.7,26.1,No,0,No
01/23/2009,CoffsHarbour,22.2,29.4,0,1.6,9.9,NNE,50,NNW,NNE,17,31,70,71,1011.7,1009.1,5,4,27.3,28.6,No,0,No
01/24/2009,CoffsHarbour,23.6,30.6,0,6,11.4,NNE,56,N,NNE,24,35,68,70,1008.6,1006.2,2,4,29.3,28,No,0,No
01/25/2009,CoffsHarbour,22.1,25.6,0,7,0,S,41,S,S,19,17,94,76,1014.9,1015.3,8,8,22.3,24.4,No,6,Yes
01/26/2009,CoffsHarbour,20.1,27.1,6,9.2,8,SSE,31,SSW,SE,20,15,87,76,1018.2,1017,7,3,23,26.1,Yes,3,Yes
01/27/2009,CoffsHarbour,20.8,27.7,3,4.6,10.6,S,30,SW,SSE,13,15,92,72,1018.9,1017.8,6,3,23.2,26.5,Yes,2,Yes
01/28/2009,CoffsHarbour,20.1,28.2,2,6,11.4,SSW,30,SSW,E,19,15,78,66,1017.7,1017.3,3,3,24.9,26.8,Yes,0.4,No
01/29/2009,CoffsHarbour,19.8,29.1,0.4,5.2,12.5,NE,31,ESE,NE,6,19,74,59,1018.3,1017.6,4,2,25.4,28.1,No,0.6,No
01/30/2009,CoffsHarbour,18.2,29,0.6,6.8,9.7,ENE,35,WSW,NE,11,19,87,57,1018.8,1017.1,7,1,22.9,28,No,0,No
01/31/2009,CoffsHarbour,20.7,28.7,0,5.8,10.4,ENE,33,NNW,ENE,7,24,69,55,1019.1,1016.9,6,3,25.5,28.1,No,0,No
02/01/2009,CoffsHarbour,20,29.6,0,7,12.2,ENE,30,NNE,E,7,19,61,62,1015.9,1015.1,5,5,26.6,27.2,No,2.4,Yes
02/02/2009,CoffsHarbour,21.6,28.3,2.4,6.8,9,SE,26,SW,E,11,15,83,62,1014.9,1012.7,7,6,24.8,26.6,Yes,0.2,No
02/03/2009,CoffsHarbour,19.3,28,0.2,5.2,3.6,NNE,30,NW,NNE,7,20,88,74,1011.8,1009.5,7,6,22.3,25.8,No,1,No
02/04/2009,CoffsHarbour,21.2,29.2,1,3.6,10.3,ENE,31,N,ENE,4,20,80,59,1010.8,1009.3,6,1,24.7,28.6,No,0.6,No
02/05/2009,CoffsHarbour,20.1,29.1,0.6,5.6,10.9,NE,33,SE,ENE,9,20,81,60,1010.2,1008.7,5,1,24.3,28.5,No,0,No
02/06/2009,CoffsHarbour,19.1,29.4,0,6.4,12.6,NE,39,NNW,NE,15,24,62,59,1011.9,1011.4,1,1,26.4,28.4,No,0,No
02/07/2009,CoffsHarbour,19.1,29.9,0,7.2,12.5,ENE,31,NNW,NE,9,20,62,55,1015.3,1013.9,1,1,26.6,28.7,No,0,No
02/08/2009,CoffsHarbour,17.4,29.2,0,7.2,12.2,ENE,31,WSW,ENE,7,20,64,57,1013.3,1010.2,3,1,25.7,27.3,No,0,No
02/09/2009,CoffsHarbour,16.4,28.1,0,7.8,12.4,SE,22,SW,ESE,13,15,68,61,1010.1,1008.8,1,1,24.3,27.8,No,0,No
02/10/2009,CoffsHarbour,21,30,0,4.2,6.6,NNE,56,N,NNE,19,39,68,73,1010,1005.8,6,8,26.2,27.9,No,0,No
02/11/2009,CoffsHarbour,21.6,27.6,0,6,3.3,S,48,SW,S,24,31,73,66,1006.8,1006.1,8,7,23.6,25.8,No,19.8,Yes
02/12/2009,CoffsHarbour,19.4,nan,19.8,6.2,9.3,S,48,SSW,SSE,28,31,67,74,1013.6,1014.5,3,6,22.1,23.6,Yes,16.6,Yes
02/13/2009,CoffsHarbour,18.8,23.7,16.6,5.8,0.4,ENE,65,WSW,WSW,20,20,88,89,1020.9,1019.5,7,7,19.6,20.1,Yes,30,Yes
02/14/2009,CoffsHarbour,18.6,22.5,30,3.2,0,E,59,NNW,E,9,24,90,83,1017.8,1012.6,8,8,18.6,20.8,Yes,38.6,Yes
02/15/2009,CoffsHarbour,18.3,24.8,38.6,3.4,6.2,SW,57,SW,SW,28,31,95,74,1007.2,1006.7,8,7,19.2,23.3,Yes,63.6,Yes
02/16/2009,CoffsHarbour,19,23.4,63.6,nan,0,S,57,S,S,39,33,98,95,1011.3,1011.2,8,8,20.6,21,Yes,189,Yes
02/17/2009,CoffsHarbour,19.9,27.1,189,nan,4.9,E,54,SW,SW,31,30,98,64,1008.2,1007.6,8,7,20.5,26.5,Yes,58.6,Yes
02/18/2009,CoffsHarbour,20.4,23.8,58.6,nan,0,SSW,31,SW,S,15,24,96,84,1010.2,1007.5,8,7,20.9,23.2,Yes,1.6,Yes
02/19/2009,CoffsHarbour,18.9,26.1,1.6,2,8.6,ESE,43,SSW,ENE,13,13,72,78,1008.5,1006.2,2,6,23.8,24.4,Yes,4,Yes
02/20/2009,CoffsHarbour,19.5,27.6,4,3.4,6.8,SSW,24,SE,S,9,7,78,85,1010.6,1010,1,6,25.1,25.2,Yes,0.6,No
02/21/2009,CoffsHarbour,19,27.8,0.6,3.4,11.1,SW,41,S,ESE,9,15,75,71,1011.9,1010.6,3,2,24.5,26.6,No,15.8,Yes
02/22/2009,CoffsHarbour,18.6,26.8,15.8,5.6,12,SW,30,SW,SE,19,22,75,69,1016.4,1015.8,4,2,22.7,26.2,Yes,0.2,No
02/23/2009,CoffsHarbour,18.9,27.8,0.2,4.6,11.9,NNE,33,nan,NE,0,22,77,64,1017.4,1016.2,1,3,24.5,27.3,No,0,No
02/24/2009,CoffsHarbour,19.4,29.1,0,6.4,10.9,NNE,50,NW,NNE,17,33,62,55,1016.6,1014.2,1,1,25.2,27.8,No,0,No
02/25/2009,CoffsHarbour,21.3,28.7,0,7.2,6.8,NE,44,NNW,NE,11,28,66,73,1015.8,1013.5,3,6,26.2,25.4,No,2.4,Yes
02/26/2009,CoffsHarbour,18.8,26.1,2.4,4.8,4.5,S,50,SW,SSE,17,31,95,60,1017.5,1016,7,3,19.8,24.3,Yes,2.4,Yes
02/27/2009,CoffsHarbour,18.4,26.1,2.4,6.2,11.2,S,46,SW,SSE,28,28,62,55,1015.5,1014.3,2,2,21.7,25.2,Yes,0,No
02/28/2009,CoffsHarbour,15.1,27.3,0,4.6,11.5,NNE,35,NW,NNE,20,22,67,58,1010.8,1008.1,1,1,22,26.7,No,0,No
03/01/2009,CoffsHarbour,18.9,27.9,0,4.8,10.4,S,33,S,ESE,20,11,66,70,1008.2,1008.1,1,1,24.8,27.3,No,0,No
03/02/2009,CoffsHarbour,21.4,26.5,0,5.8,2.2,S,33,SW,S,20,22,72,70,1014.7,1013.9,6,7,24.3,25.1,No,36.6,Yes
03/03/2009,CoffsHarbour,20.7,27.3,36.6,5.8,5.2,SSW,24,W,SSE,11,17,95,67,1017.9,1015.4,8,6,21.2,26.8,Yes,0.6,No
03/04/2009,CoffsHarbour,21.1,30.4,0.6,1.8,5,NNE,48,NNW,NNE,20,31,68,80,1012,1007.7,3,7,26.5,26.6,No,10.2,Yes
03/05/2009,CoffsHarbour,16.8,24.1,10.2,6.4,11.3,SW,33,SW,ESE,17,17,38,39,1009.6,1008.1,1,0,20,23.4,Yes,0,No
03/06/2009,CoffsHarbour,13.8,26,0,4.6,10.2,ENE,35,SSW,NE,6,26,68,58,1012.7,1010.4,0,1,20.2,25.6,No,0,No
03/07/2009,CoffsHarbour,17.8,27.9,0,4,11.4,NNE,52,SSE,NNE,9,33,72,64,1013.5,1010.4,1,2,23.1,27,No,0,No
03/08/2009,CoffsHarbour,19.6,27.5,0,5.4,9.3,S,35,SW,SSE,13,28,72,63,1015.1,1015,2,3,24.9,27,No,0.2,No
03/09/2009,CoffsHarbour,19.1,25.7,0.2,5,5.8,ESE,43,SW,E,15,17,78,75,1018.7,1017.6,4,8,23.5,23.6,No,24.4,Yes
03/10/2009,CoffsHarbour,19.8,27.1,24.4,8.6,9,ESE,35,SW,ESE,17,22,83,60,1018.9,1017.9,6,6,22,26,Yes,6.8,Yes
03/11/2009,CoffsHarbour,18.7,25.6,6.8,3.8,3.4,E,33,SW,S,17,13,85,90,1020.7,1020.1,4,7,21,20.9,Yes,16.8,Yes
03/12/2009,CoffsHarbour,16.5,25.5,16.8,2.8,6.1,WSW,19,WSW,ESE,6,9,84,65,1021.5,1020.1,5,7,21,24.5,Yes,0,No
03/13/2009,CoffsHarbour,18.5,26.9,0,3.2,11,ENE,30,SW,ENE,7,20,68,60,1018.9,1016.6,2,5,23.3,26.4,No,0,No
03/14/2009,CoffsHarbour,18.2,28.2,0,6.8,9,NNE,50,NNW,NE,13,35,67,68,1016.3,1012.8,1,1,24,25.9,No,3.2,Yes
03/15/2009,CoffsHarbour,20.1,29.4,3.2,3.8,7.1,NNE,46,NNW,NNE,13,31,90,68,1012.9,1008.5,6,2,22,27.2,Yes,0.8,No
03/16/2009,CoffsHarbour,19.5,24.9,0.8,4.2,2.8,NNW,31,WSW,NNW,13,7,67,77,1010.3,1008.6,3,7,23.4,21.2,No,1.4,Yes
03/17/2009,CoffsHarbour,16.4,25.2,1.4,1.6,6.7,S,33,WSW,S,9,20,82,65,1012,1011.2,6,4,21.4,23.9,Yes,0,No
03/18/2009,CoffsHarbour,19.7,25.9,0,4.4,6.4,SW,30,SW,S,17,19,73,64,1017.9,1016.5,6,5,21.2,24.6,No,0,No
03/19/2009,CoffsHarbour,17.7,26.7,0,4,6,NNE,31,WNW,NE,11,24,76,66,1017.2,1015,5,5,23.2,25.1,No,0,No
03/20/2009,CoffsHarbour,16.3,26.8,0,2.2,9.4,SSE,22,SW,SE,11,15,77,69,1016.9,1015.3,3,5,22.3,26.1,No,0,No
03/21/2009,CoffsHarbour,17.9,26.4,0,4.2,6.3,S,31,SW,ESE,19,13,82,70,1016.7,1015.1,5,5,22.4,23.9,No,0.4,No
03/22/2009,CoffsHarbour,17,25.9,0.4,3.2,9,SSW,33,SW,SSE,13,13,78,63,1017,1015.1,7,5,20.6,25,No,2.4,Yes
03/23/2009,CoffsHarbour,16.1,25.8,2.4,3.8,11.1,SE,22,WSW,ESE,9,15,84,63,1017.6,1016.2,1,1,21.3,25.1,Yes,0,No
03/24/2009,CoffsHarbour,15.5,26.6,0,3.4,11.1,NE,30,W,NE,7,17,75,56,1020.2,1018.5,1,1,22.5,25.7,No,0,No
03/25/2009,CoffsHarbour,14.7,26.8,0,6.4,11.2,NE,33,WNW,NE,11,24,65,49,1021.9,1019.9,1,1,22.6,25.9,No,0,No
03/26/2009,CoffsHarbour,15.2,26.7,0,3.8,11.4,NE,39,WNW,NNE,6,28,65,52,1022.2,1018.8,1,1,22.6,25.7,No,0,No
03/27/2009,CoffsHarbour,16.6,26.8,0,4.6,6.4,S,52,SW,SSE,13,24,72,92,1020.2,1019.7,3,8,22.3,20.7,No,12,Yes
03/28/2009,CoffsHarbour,17.7,25.3,12,6.4,9.7,SSW,44,SW,S,24,30,71,64,1022.8,1021.7,2,4,20.8,24.3,Yes,0.2,No
03/29/2009,CoffsHarbour,17.5,25.1,0.2,3.6,7.9,ESE,43,SW,SSW,20,19,67,73,1021.4,1019.4,5,5,21.3,23.7,No,11.4,Yes
03/30/2009,CoffsHarbour,18.9,22.9,11.4,4.8,0.3,SE,69,SW,SE,26,24,89,89,1017.7,1015.2,8,8,19.7,21.3,Yes,62.6,Yes
04/01/2009,CoffsHarbour,18.3,24,nan,nan,0.5,E,61,ESE,E,33,35,85,84,1014.3,1014.1,8,8,22.5,23.4,nan,10.4,Yes
04/02/2009,CoffsHarbour,20.9,25.6,10.4,3,3.5,ENE,43,E,ENE,20,13,84,71,1019.8,1018.6,7,7,23.1,24.4,Yes,7.4,Yes
04/03/2009,CoffsHarbour,19.9,25.3,7.4,3.4,3.4,N,35,SW,S,13,9,92,90,1020.7,1017.3,7,8,20.7,22.8,Yes,15.6,Yes
04/04/2009,CoffsHarbour,19.7,25,15.6,1.2,1.9,S,41,NW,SSW,9,11,90,81,1016.4,1015.1,7,7,22.7,24.2,Yes,17.4,Yes
04/05/2009,CoffsHarbour,19.4,23.3,17.4,3.2,1.1,SW,35,SW,WSW,22,20,95,95,1017.5,1014.8,8,7,19.6,19.8,Yes,9.4,Yes
04/06/2009,CoffsHarbour,17.5,25,9.4,1.2,7.8,SSW,44,SW,SSE,15,30,70,73,1016.9,1015.5,3,5,23.3,24.1,Yes,38,Yes
04/07/2009,CoffsHarbour,17.9,23.6,38,4.4,3.4,SE,31,SW,WSW,13,7,82,88,1022.7,1021.5,7,7,20.2,20,Yes,15.6,Yes
04/08/2009,CoffsHarbour,17,23.4,15.6,4.2,8.8,SSE,37,SW,SSE,24,20,63,54,1025,1022.4,3,1,20.5,23.1,Yes,9.2,Yes
04/09/2009,CoffsHarbour,16.1,22.3,9.2,3,1.8,WSW,31,SW,SE,19,7,89,74,1024.4,1022,7,5,18.1,21,Yes,2,Yes
04/10/2009,CoffsHarbour,14.8,25.1,2,1.4,6.6,NNE,37,NNE,NNE,17,24,83,61,1024.5,1021.4,7,7,20.4,23.5,Yes,0,No
04/11/2009,CoffsHarbour,16.1,24.8,0,3.2,3.1,N,31,W,NE,9,13,73,71,1025.7,1023.5,7,8,22.8,23.1,No,4,Yes
04/12/2009,CoffsHarbour,18.4,24.2,4,2.6,1.1,ENE,28,N,ENE,9,15,89,77,1023.9,1020.8,7,7,20.9,23.5,Yes,9.2,Yes
04/13/2009,CoffsHarbour,18.7,21.3,9.2,1.4,0,SW,24,W,WSW,7,11,95,95,1020.8,1018.6,8,8,20,20,Yes,21.2,Yes
04/14/2009,CoffsHarbour,19,24.2,21.2,1,3,S,22,nan,S,0,9,93,91,1014.8,1011,7,7,21.3,22.8,Yes,7,Yes
04/15/2009,CoffsHarbour,16.9,26.5,7,2,10.4,SW,26,SSW,ESE,9,11,76,55,1012.2,1009.7,1,2,23.1,25.8,Yes,0,No
04/16/2009,CoffsHarbour,13.3,25.6,0,3.4,10.5,SW,28,WSW,SE,17,13,54,50,1015.3,1011.9,0,0,21.7,24.6,No,0,No
04/17/2009,CoffsHarbour,13.5,24.5,0,3.6,9.9,S,30,S,SSE,6,20,71,61,1014.3,1012.7,0,1,21.4,24.1,No,0.2,No
04/18/2009,CoffsHarbour,13.8,24,0.2,4.2,9,S,56,SW,SSW,22,26,50,58,1016.9,1015,3,6,21.1,22,No,1.2,Yes
04/19/2009,CoffsHarbour,15.9,23.9,1.2,4.2,9.5,SSW,61,SSW,SSW,33,41,60,50,1014,1011.4,3,4,21.1,22.9,Yes,3.4,Yes
04/20/2009,CoffsHarbour,16.5,21.4,3.4,4,0.5,SSW,57,SSW,SSW,35,35,61,90,1013.3,1012.9,5,8,20.8,16.4,Yes,59,Yes
04/21/2009,CoffsHarbour,15.1,21.8,59,8.4,1,S,72,SW,SSE,24,39,94,63,1017.1,1015.5,8,7,16.7,21.3,Yes,11.2,Yes
04/22/2009,CoffsHarbour,16.3,21.7,11.2,2.4,4.3,S,41,SW,SSW,22,31,86,71,1020.1,1017.4,8,7,17.1,20.4,Yes,29.8,Yes
04/23/2009,CoffsHarbour,16.4,22.6,29.8,4.6,9.2,SSW,31,SW,S,26,28,66,56,1019.3,1016.5,2,3,20,22.2,Yes,0,No
04/24/2009,CoffsHarbour,11.5,24.8,0,2.2,9.5,N,33,NW,N,19,15,63,61,1014.7,1009.7,2,7,20.3,23.2,No,0,No
04/25/2009,CoffsHarbour,18.5,28.6,0,2.4,9.8,NW,39,NW,S,20,17,53,50,1007,1004.1,0,0,24.2,26.6,No,0,No
04/26/2009,CoffsHarbour,13,27.8,0,3.8,10.5,N,37,N,NW,15,15,50,32,1007.3,1003.6,1,1,21.9,27.1,No,0,No
04/27/2009,CoffsHarbour,10.8,19.9,0,3.8,10.5,SSW,28,SW,E,19,11,42,43,1015.1,1013.5,0,1,17.6,19.4,No,0,No
04/28/2009,CoffsHarbour,8.8,24.2,0,2.8,10.4,E,24,NNW,E,7,13,48,40,1018.8,1015,0,1,19,23.6,No,0,No
04/29/2009,CoffsHarbour,10.5,19.6,0,3.2,3.1,SW,41,SSW,S,19,19,57,71,1020.5,1017.4,6,7,17.7,18.4,No,0,No
04/30/2009,CoffsHarbour,10,21.2,0,0.6,10.4,SW,37,SSW,S,19,22,52,43,1017.4,1016.4,1,2,18.5,20.7,No,0,No
05/01/2009,CoffsHarbour,13.2,22,0,3.8,4.8,SW,30,SW,SSE,13,17,65,60,1023.5,1021.1,6,6,18.1,20.8,No,0,No
05/02/2009,CoffsHarbour,12.2,23.7,0,6.4,6.4,SSE,41,NW,NNE,13,26,70,61,1023.8,1020.5,7,6,18.3,20.9,No,0,No
05/03/2009,CoffsHarbour,13.2,22.3,0,4.8,8.8,SSW,44,WSW,S,17,28,69,57,1025.2,1023.6,3,5,18.2,21.5,No,4,Yes
05/04/2009,CoffsHarbour,14.8,21.9,4,3.8,8.9,SW,31,SW,S,15,15,74,53,1027.2,1025.3,5,4,17.4,21.3,Yes,1.4,Yes
05/05/2009,CoffsHarbour,12.9,22.5,1.4,1.6,4.5,S,39,WSW,S,19,26,77,59,1028.3,1025.7,6,7,16.9,20.7,Yes,20.2,Yes
05/06/2009,CoffsHarbour,15.1,20.3,20.2,5.4,2.6,WSW,33,SW,W,19,11,91,84,1027.7,1023.9,7,6,16.4,18.2,Yes,1.2,Yes
05/07/2009,CoffsHarbour,11.6,22.3,1.2,1.8,10,ESE,17,WSW,E,6,11,71,59,1023.8,1020.3,1,2,18.3,21.8,Yes,0,No
05/08/2009,CoffsHarbour,11.1,22.2,0,2,9.8,S,57,SW,S,22,28,62,50,1024.7,1022.2,1,3,19.4,21.2,No,0.4,No
05/09/2009,CoffsHarbour,11.5,21.9,0.4,3.2,10.2,SW,35,WSW,S,17,20,63,50,1022.5,1018.7,2,1,18.5,21.3,No,0,No
05/10/2009,CoffsHarbour,11.2,22.5,0,3.2,9.1,SSW,52,SW,S,28,37,55,69,1020.5,1019.8,2,6,18.9,19.4,No,4.2,Yes
05/11/2009,CoffsHarbour,13.9,20.8,4.2,1,9.4,SW,37,SW,SSE,20,20,54,61,1023,1020.4,2,4,17.9,20.2,Yes,0.2,No
05/12/2009,CoffsHarbour,8.9,19.9,0.2,3,9,SSE,26,SW,ESE,9,9,67,50,1020.9,1017.1,3,nan,17.3,19.3,No,0,No
05/13/2009,CoffsHarbour,8.2,21.3,0,3,9.9,SE,17,nan,ESE,0,11,67,38,1016.9,1013.7,1,1,17.4,21,No,0,No
05/14/2009,CoffsHarbour,7.1,22.3,0,1.4,10.2,NE,20,WNW,NE,9,13,55,43,1015.7,1012.1,1,0,17.8,21.1,No,0,No
05/15/2009,CoffsHarbour,5.9,23.2,0,2.2,10,N,30,WNW,N,7,17,63,35,1016.7,1012.3,1,1,16.3,22.3,No,0,No
05/16/2009,CoffsHarbour,7.5,22.6,0,2.6,9.9,E,19,W,NE,9,13,52,42,1013.6,1010.7,3,2,17.3,21.5,No,0,No
05/17/2009,CoffsHarbour,9.5,20.8,0,2.2,9.2,WSW,26,SW,SE,9,11,54,51,1017.9,1016.3,1,3,18.3,19.9,No,0.2,No
05/18/2009,CoffsHarbour,11.7,19.8,0.2,2.2,2.2,ESE,41,SW,WSW,22,15,69,84,1022.6,1020.7,6,7,17.1,17.6,No,4.6,Yes
05/19/2009,CoffsHarbour,15.4,19.9,4.6,7,0.4,NE,50,SW,E,20,17,80,68,1022.5,1018.9,8,7,17.3,18.7,Yes,1.6,Yes
05/20/2009,CoffsHarbour,16.4,20.5,1.6,2,0,E,61,E,ENE,35,28,63,55,1018.2,1015.6,8,8,19.5,20.3,Yes,42.8,Yes
05/21/2009,CoffsHarbour,15.4,19.5,42.8,4,0,ESE,76,ESE,E,41,35,80,82,1015.7,1013.6,8,8,18.4,18.1,Yes,76,Yes
05/22/2009,CoffsHarbour,15.7,20.2,76,nan,0,ESE,87,ESE,E,46,44,90,78,1014.4,1011,8,7,17.6,19.8,Yes,19.6,Yes
05/23/2009,CoffsHarbour,17.1,20.5,19.6,4.8,0,E,69,ESE,ESE,39,41,82,69,1017.3,1016.8,8,8,18.8,20.3,Yes,3.6,Yes
05/24/2009,CoffsHarbour,17.5,21.5,3.6,2.6,0.7,SE,48,ESE,SE,22,20,67,60,1023.6,1022.3,7,6,19.7,20.1,Yes,2.8,Yes
05/25/2009,CoffsHarbour,13.8,19.5,2.8,2.8,0.2,E,26,SW,WNW,11,13,89,81,1024.5,1022.4,7,7,17,17.7,Yes,0.4,No
05/26/2009,CoffsHarbour,12.5,20.1,0.4,1.2,2.7,SW,22,SSW,NNE,9,13,82,73,1022.8,1020.3,6,6,16,19.2,No,0,No
05/27/2009,CoffsHarbour,10.7,21.1,0,1.2,8.9,NW,20,SSW,SSE,6,9,78,56,1020.2,1017.4,5,2,16.3,20,No,0,No
05/28/2009,CoffsHarbour,11.9,20.9,0,1.4,9.4,S,22,S,SSE,9,11,79,72,1019.9,1017.8,2,2,17.2,20.1,No,1.4,Yes
05/29/2009,CoffsHarbour,13.8,19.8,1.4,2,7.1,SSW,50,WSW,S,9,31,93,70,1020.5,1018.6,5,6,16.2,18.6,Yes,0,No
05/30/2009,CoffsHarbour,12.7,20,0,2.4,8.5,SSW,43,WSW,S,17,30,63,53,1024.7,1023.7,3,5,16.8,19.2,No,3.4,Yes
05/31/2009,CoffsHarbour,13.2,18.6,3.4,3.4,2.8,ESE,39,SW,ESE,15,24,92,58,1030.8,1028.8,7,7,14.3,18.4,Yes,0.4,No
06/01/2009,CoffsHarbour,10.7,19,0.4,1.4,3.6,SW,33,SW,SW,17,19,80,85,1030.9,1028.1,5,7,15.1,16.1,No,11.2,Yes
06/02/2009,CoffsHarbour,12.3,18.6,11.2,2.6,2.5,SW,28,SW,S,15,9,92,76,1028.9,1025.6,6,7,14.5,18.2,Yes,7.4,Yes
06/03/2009,CoffsHarbour,13.5,20.1,7.4,1,6.9,S,17,SW,SE,11,9,94,76,1025,1021.2,6,5,15.8,19.1,Yes,1.6,Yes
06/04/2009,CoffsHarbour,13.3,20.2,1.6,1.8,3.6,NE,20,nan,ENE,0,9,97,78,1020.8,1015.9,7,5,15.8,18.8,Yes,0.6,No
06/05/2009,CoffsHarbour,10.5,21.5,0.6,0.8,8.2,SW,19,S,ENE,9,11,90,70,1015.7,1012.2,3,3,15.9,20.5,No,0,No
06/06/2009,CoffsHarbour,8.5,19.2,0,1.8,9.1,WSW,30,W,SE,6,11,71,48,1015.3,1011.8,2,1,14.5,18.5,No,0,No
06/07/2009,CoffsHarbour,10.8,20,0,1.8,6.8,nan,nan,N,E,15,9,64,59,1010.5,1007,7,2,14.7,19.2,No,0,No
06/08/2009,CoffsHarbour,6,20,0,1.4,9.5,nan,nan,nan,NNE,0,17,66,50,1013.2,1010.6,1,1,15.5,18.8,No,0,No
06/09/2009,CoffsHarbour,8.2,19,0,1.8,7.2,nan,nan,WSW,SE,2,7,44,43,1014.4,1011.4,2,3,16.3,17.8,No,0,No
06/10/2009,CoffsHarbour,6.4,18.9,0,1.8,9.5,nan,nan,NW,SW,17,17,48,26,1015,1012.3,1,1,14.4,18,No,0,No
06/11/2009,CoffsHarbour,4.2,16.9,0,2.2,9.6,nan,nan,SW,ESE,20,9,39,43,1020.1,1017.2,5,0,12.5,16,No,0,No
06/12/2009,CoffsHarbour,3.4,18.1,0,1.8,9.5,nan,nan,SW,SE,17,13,55,49,1023.2,1020.2,1,1,13.1,17.6,No,0,No
06/13/2009,CoffsHarbour,7,21.3,0,1.8,9,NW,31,WNW,ESE,13,9,54,52,1019.3,1015.4,7,3,14.5,18.3,No,0,No
06/14/2009,CoffsHarbour,3.6,19,0,1.6,7.9,SSW,54,NW,NNE,7,15,59,49,1016.5,1012.1,1,5,14.1,17.8,No,0,No
