Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
05/04/2009,BadgerysCreek,6.3,23.3,0,nan,nan,SW,19,nan,nan,0,0,93,42,1028.8,1025.5,nan,nan,13.4,22.8,No,0,No
05/05/2009,BadgerysCreek,9.9,20.8,0,nan,nan,S,28,SW,SE,17,9,72,52,1031.1,1028.4,nan,nan,16.5,19.2,No,0,No
05/06/2009,BadgerysCreek,7.1,22.2,0,nan,nan,N,24,nan,N,0,9,99,48,1028.5,1023.4,nan,nan,13.3,21.8,No,0,No
05/07/2009,BadgerysCreek,6.3,22.9,0,nan,nan,SE,26,nan,nan,0,0,91,38,1024.6,1021.4,nan,nan,12.5,22,No,0,No
05/08/2009,BadgerysCreek,8.5,20.8,0,nan,nan,SW,31,SW,ENE,19,9,69,58,1028.2,1025,nan,nan,14.9,18.6,No,0,No
05/09/2009,BadgerysCreek,6.7,22.2,0,nan,nan,SE,22,nan,ESE,0,7,84,41,1024.4,1020.4,nan,nan,13.2,21.1,No,0,No
05/10/2009,BadgerysCreek,9.4,19.1,0,nan,nan,SSW,35,SSW,SE,20,17,65,60,1024.7,1024,nan,nan,15.9,17,No,0.4,No
05/11/2009,BadgerysCreek,7.9,20.9,0.4,nan,nan,E,20,SW,NNE,13,7,84,41,1025.6,1022.2,nan,nan,13.3,19.6,No,0.4,No
05/12/2009,BadgerysCreek,3.7,20.7,0.4,nan,nan,SE,28,SW,SE,2,19,98,61,1021.8,1018,nan,nan,10.9,17.3,No,0,No
05/13/2009,BadgerysCreek,3.4,21,0,nan,nan,WSW,33,nan,W,0,19,99,37,1017,1012.9,nan,nan,11.2,20.6,No,0,No
05/14/2009,BadgerysCreek,2.6,20.3,0,nan,nan,SW,46,N,W,11,24,73,36,1012.6,1011.5,nan,nan,12.7,19.3,No,0,No
05/15/2009,BadgerysCreek,4.4,21,0,nan,nan,WSW,50,NNW,WSW,9,28,66,40,1013,1010.7,nan,nan,15.2,19.9,No,0,No
05/16/2009,BadgerysCreek,12.2,22,0,nan,nan,W,72,NNW,WSW,24,31,59,44,1010.9,1008.9,nan,nan,17.8,20.3,No,0,No
05/17/2009,BadgerysCreek,2.8,20.9,0,nan,nan,ESE,24,nan,SSE,0,13,80,37,1018.9,1017.5,nan,nan,10.6,19.5,No,0,No
05/18/2009,BadgerysCreek,5.7,20.9,0,nan,nan,NE,28,SW,NNE,9,17,75,55,1026,1023.4,nan,nan,13.3,19.2,No,1,No
05/19/2009,BadgerysCreek,11.4,21.4,1,nan,nan,ESE,30,SW,E,4,17,99,51,1024.7,1021.3,nan,nan,14.2,19.8,No,17.2,Yes
05/20/2009,BadgerysCreek,12.9,19.2,17.2,nan,nan,SSE,50,SE,S,13,9,99,80,1022.7,1020.4,nan,nan,14.5,18.1,Yes,46.4,Yes
05/21/2009,BadgerysCreek,12.8,19,46.4,nan,nan,ESE,48,SE,SE,17,26,84,61,1024.4,1022.4,nan,nan,16.5,17.9,Yes,5,Yes
05/22/2009,BadgerysCreek,13.7,18.6,5,nan,nan,ESE,48,SE,ESE,19,15,72,85,1023.9,1021.2,nan,nan,17,17.2,Yes,15.8,Yes
05/23/2009,BadgerysCreek,14.2,20.6,15.8,nan,nan,ESE,39,SE,ESE,11,26,86,68,1024.2,1022.8,nan,nan,17.6,18.8,Yes,1.6,Yes
05/24/2009,BadgerysCreek,12.6,21.1,1.6,nan,nan,ESE,26,SW,ESE,7,17,85,57,1027,1025.6,nan,nan,16.8,20,Yes,0.2,No
05/25/2009,BadgerysCreek,9.5,19.3,0.2,nan,nan,NW,20,WSW,NW,7,9,94,69,1026.4,1023.3,nan,nan,14,18.3,No,0,No
05/26/2009,BadgerysCreek,7.6,21.8,0,nan,nan,NE,17,nan,N,0,7,99,60,1022.4,1019.1,nan,nan,12.5,19.7,No,0,No
05/27/2009,BadgerysCreek,10.1,15.6,0,nan,nan,W,17,nan,SW,0,7,99,99,1020.7,1018.7,nan,nan,13.2,15.1,No,14.2,Yes
05/28/2009,BadgerysCreek,9,17.9,14.2,nan,nan,SE,26,SW,SE,13,17,99,68,1021.7,1020.1,nan,nan,13.8,17.2,Yes,0,No
05/29/2009,BadgerysCreek,8.3,17.4,0,nan,nan,S,39,WSW,SSW,17,26,70,66,1023.8,1022.9,nan,nan,11.5,15.2,No,0,No
05/30/2009,BadgerysCreek,8,17.8,0,nan,nan,S,41,SSW,SW,22,15,70,74,1028.6,1028.3,nan,nan,13.5,14.3,No,11.4,Yes
05/31/2009,BadgerysCreek,9.8,19,11.4,nan,nan,ESE,30,SW,NNE,13,11,98,89,1034,1032.4,nan,nan,12.7,13.7,Yes,0.4,No
06/01/2009,BadgerysCreek,10.1,16.3,0.4,nan,nan,SSE,15,WSW,nan,7,0,91,71,1033.2,1030.5,nan,nan,11.7,15.7,No,0,No
06/02/2009,BadgerysCreek,10.5,18.7,0,nan,nan,SSW,15,SW,nan,9,0,91,75,1030.2,1027.3,nan,nan,13.6,17.2,No,8.6,Yes
06/03/2009,BadgerysCreek,12.3,19,8.6,nan,nan,N,17,nan,N,0,11,99,79,1026,1022.4,nan,nan,14.5,17.4,Yes,0.2,No
06/04/2009,BadgerysCreek,8.5,17.6,0.2,nan,nan,ENE,15,nan,ENE,0,9,99,80,1021,1016.7,nan,nan,11.3,17,No,0,No
06/05/2009,BadgerysCreek,10.2,19.5,0,nan,nan,WSW,26,WSW,WSW,11,13,99,50,1015.4,1012.6,nan,nan,13.8,18.6,No,0.2,No
06/06/2009,BadgerysCreek,3.4,18.8,0.2,nan,nan,W,28,nan,NNW,0,4,92,45,1014.2,1010,nan,nan,10.2,18.2,No,1.2,Yes
06/07/2009,BadgerysCreek,7,19,1.2,nan,nan,W,41,N,WSW,11,17,99,57,1008.3,1005.8,nan,nan,9.5,16,Yes,0,No
06/08/2009,BadgerysCreek,4.1,18.8,0,nan,nan,WNW,41,NW,W,6,13,83,45,1009.7,1007.8,nan,nan,11.5,16.8,No,0,No
06/09/2009,BadgerysCreek,4.3,16.8,0,nan,nan,NW,39,NNW,W,9,15,70,51,1011.8,1008.5,nan,nan,11.4,13.7,No,0,No
06/10/2009,BadgerysCreek,7.4,13.4,0,nan,nan,W,56,WSW,W,28,31,46,39,1012.4,1013.7,nan,nan,9.6,12,No,0,No
06/12/2009,BadgerysCreek,nan,16.9,nan,nan,nan,SW,22,nan,N,0,7,72,46,1024.4,1020.3,nan,nan,8.3,15,nan,0,No
06/13/2009,BadgerysCreek,1.9,17,0,nan,nan,NNE,17,nan,N,0,7,99,63,1017.7,1014.2,nan,nan,6,14.1,No,0,No
06/14/2009,BadgerysCreek,4.2,13.3,0,nan,nan,SE,19,WSW,ESE,6,11,99,88,1014.7,1011.6,nan,nan,7,10.5,No,0.2,No
06/15/2009,BadgerysCreek,2.1,19.5,0.2,nan,nan,SW,26,nan,SW,0,13,99,39,1013.1,1010.7,nan,nan,9.6,17.8,No,0,No
06/16/2009,BadgerysCreek,3.8,17.4,0,nan,nan,SSW,54,SW,SSW,28,19,72,73,1018.7,1020.8,nan,nan,13.3,14.7,No,0,No
